bond_type,currency,time_to_maturity_days,coupon_type,label
Agency,USD,376,fixed,D
Agency,USD,369,floating,A
Agency,USD,423,fixed,D
Agency,USD,375,fixed,D
Agency,USD,355,fixed,B
Agency,USD,1956,fixed,D
Agency,USD,370,floating,A
Agency,USD,1301,floating,A
Agency,USD,1443,fixed,D
Agency,USD,304,floating,A
Agency,USD,1860,fixed,D
Agency,CAD,366,fixed,C
Agency,USD,322,fixed,B
Agency,USD,557,fixed,D
Agency,USD,613,fixed,D
Agency,USD,391,fixed,D
Agency,USD,1228,fixed,D
Agency,USD,339,floating,A
Agency,USD,1939,floating,A
Agency,CAD,415,fixed,C
Agency,USD,907,fixed,D
Agency,USD,1573,fixed,D
Agency,CAD,402,fixed,C
Agency,CAD,396,fixed,C
Agency,USD,402,fixed,D
Agency,USD,883,fixed,D
Agency,USD,991,fixed,D
Agency,USD,443,fixed,D
Agency,USD,457,fixed,D
Agency,CAD,387,floating,C
Agency,CAD,589,fixed,C
Agency,USD,313,fixed,B
Agency,USD,851,fixed,D
Agency,CAD,1131,fixed,C
Agency,CAD,601,fixed,C
Agency,USD,844,fixed,D
Agency,USD,340,fixed,B
Agency,CAD,1892,fixed,C
Agency,USD,1438,fixed,D
Agency,USD,897,fixed,D
Agency,CAD,424,fixed,C
Agency,CAD,325,fixed,C
Agency,CAD,1679,fixed,C
Agency,USD,375,fixed,D
Agency,USD,1924,fixed,D
Agency,USD,314,fixed,B
Agency,USD,329,fixed,B
Agency,USD,308,fixed,B
Agency,USD,818,fixed,D
Agency,USD,1770,fixed,D
Agency,USD,393,fixed,D
Agency,USD,895,floating,A
Agency,USD,1457,floating,A
Agency,USD,358,floating,A
Agency,USD,656,fixed,D
Agency,USD,321,fixed,B
Agency,CAD,346,fixed,C
Agency,USD,344,fixed,B
Agency,USD,1201,fixed,D
Agency,USD,1199,fixed,D
Agency,USD,763,fixed,D
Agency,USD,1256,fixed,D
Agency,USD,379,fixed,D
Agency,USD,1777,fixed,D
Agency,USD,1034,floating,A
Agency,USD,327,fixed,B
Agency,USD,1612,fixed,D
Agency,USD,1968,floating,A
Agency,USD,335,fixed,B
Agency,USD,301,fixed,B
Agency,CAD,388,fixed,C
Agency,USD,1669,fixed,D
Agency,USD,336,fixed,B
Agency,USD,318,floating,A
Agency,USD,421,fixed,D
Agency,USD,453,floating,A
Agency,USD,323,floating,A
Agency,CAD,412,fixed,C
Agency,USD,1213,fixed,D
Agency,USD,429,fixed,D
Agency,CAD,368,fixed,C
Agency,USD,1592,fixed,D
Agency,USD,635,fixed,D
Agency,USD,305,floating,A
Agency,USD,400,fixed,D
Agency,USD,400,fixed,D
Agency,USD,1449,fixed,D
Agency,CAD,400,fixed,C
Agency,USD,871,floating,A
Agency,USD,863,floating,A
Agency,USD,414,fixed,D
Agency,USD,1971,fixed,D
Agency,USD,379,fixed,D
Agency,USD,1258,fixed,D
Agency,USD,376,fixed,D
Agency,USD,352,floating,A
Agency,USD,1719,fixed,D
Agency,USD,1104,floating,A
Agency,USD,1466,fixed,D
Agency,USD,381,fixed,D
Agency,USD,1533,fixed,D
Agency,USD,378,fixed,D
Agency,USD,337,fixed,B
Agency,USD,382,fixed,D
Agency,USD,379,floating,A
Agency,USD,1541,fixed,D
Agency,USD,1232,fixed,D
Agency,USD,190,fixed,B
Agency,USD,982,fixed,D
Agency,USD,378,fixed,D
Agency,USD,171,fixed,B
Agency,USD,413,fixed,D
Agency,CAD,389,fixed,C
Agency,CAD,366,floating,C
Agency,USD,1811,fixed,D
Agency,CAD,109,fixed,C
Agency,USD,1348,fixed,D
Agency,CAD,304,floating,C
Agency,CAD,398,fixed,C
Agency,USD,425,floating,A
Agency,USD,146,fixed,B
Agency,CAD,14,fixed,C
Agency,CAD,1037,fixed,C
Agency,CAD,301,fixed,C
Agency,USD,124,fixed,B
Agency,USD,392,fixed,D
Agency,CAD,392,fixed,C
Agency,USD,423,floating,A
Agency,USD,405,fixed,D
Agency,USD,403,fixed,D
Agency,USD,1774,fixed,D
Agency,USD,391,fixed,D
Agency,USD,1234,fixed,D
Agency,USD,686,fixed,D
Agency,USD,362,fixed,B
Agency,CAD,427,fixed,C
Agency,USD,1558,fixed,D
Agency,USD,585,fixed,D
Agency,USD,389,floating,A
Agency,CAD,1298,fixed,C
Agency,USD,237,fixed,B
Agency,USD,346,floating,A
Agency,USD,1121,fixed,D
Agency,USD,501,fixed,D
Agency,USD,400,floating,A
Agency,CAD,683,fixed,C
Agency,USD,359,floating,A
Agency,USD,1792,fixed,D
Agency,CAD,393,floating,C
Agency,USD,87,floating,A
Agency,CAD,1541,fixed,C
Agency,USD,1918,floating,A
Agency,USD,531,fixed,D
Agency,CAD,390,fixed,C
Agency,USD,734,fixed,D
Agency,USD,685,fixed,D
Agency,CAD,831,fixed,C
Agency,USD,1131,fixed,D
Agency,USD,830,fixed,D
Agency,USD,1180,fixed,D
Agency,USD,344,floating,A
Agency,USD,605,fixed,D
Agency,USD,1022,floating,A
Agency,USD,727,floating,A
Agency,USD,515,fixed,D
Agency,USD,1843,fixed,D
Agency,CAD,402,floating,C
Agency,USD,1454,fixed,D
Agency,CAD,1085,fixed,C
Agency,USD,480,floating,A
Agency,CAD,341,fixed,C
Agency,USD,382,fixed,D
Agency,USD,329,floating,A
Agency,CAD,1582,fixed,C
Agency,USD,371,floating,A
Agency,USD,333,fixed,B
Agency,USD,944,fixed,D
Agency,USD,839,fixed,D
Agency,USD,1520,fixed,D
Agency,USD,24,floating,A
Agency,USD,364,fixed,B
Agency,USD,973,fixed,D
Agency,USD,365,fixed,B
Agency,USD,416,floating,A
Agency,USD,385,fixed,D
Agency,USD,385,fixed,D
Agency,USD,1723,fixed,D
Agency,USD,1623,fixed,D
Agency,USD,144,floating,A
Agency,USD,760,floating,A
Agency,USD,314,fixed,B
Agency,USD,1862,fixed,D
Agency,USD,418,fixed,D
Agency,USD,348,fixed,B
Agency,USD,1529,fixed,D
Agency,USD,1761,fixed,D
Agency,USD,425,fixed,D
Agency,USD,406,floating,A
Agency,USD,417,fixed,D
Agency,USD,1966,fixed,D
Agency,USD,418,fixed,D
Agency,USD,647,fixed,D
Agency,USD,1431,fixed,D
Agency,USD,372,fixed,D
Agency,CAD,406,fixed,C
Agency,USD,693,fixed,D
Agency,USD,396,floating,A
Agency,USD,1014,floating,A
Agency,USD,1929,fixed,D
Agency,USD,706,fixed,D
Agency,USD,376,fixed,D
Agency,CAD,59,fixed,C
Agency,CAD,397,floating,C
Agency,USD,390,floating,A
Agency,USD,49,fixed,B
Agency,USD,1769,fixed,D
Agency,USD,173,fixed,B
Agency,USD,399,fixed,D
Agency,CAD,71,floating,C
Agency,USD,402,fixed,D
Agency,USD,865,fixed,D
Agency,CAD,532,fixed,C
Agency,USD,184,fixed,B
Agency,USD,593,fixed,D
Agency,CAD,421,floating,C
Agency,USD,64,fixed,B
Agency,USD,308,fixed,B
Agency,USD,351,fixed,B
Agency,CAD,308,fixed,C
Agency,USD,372,fixed,D
Agency,USD,674,fixed,D
Agency,USD,419,fixed,D
Agency,USD,332,fixed,B
Agency,CAD,1185,floating,C
Agency,USD,1056,fixed,D
Agency,CAD,997,floating,C
Agency,USD,1986,fixed,D
Agency,USD,319,fixed,B
Agency,CAD,305,fixed,C
Agency,USD,344,fixed,B
Agency,USD,408,fixed,D
Agency,CAD,59,fixed,C
Agency,USD,81,floating,A
Agency,USD,1327,fixed,D
Agency,CAD,259,fixed,C
Agency,USD,1515,floating,A
Agency,USD,382,fixed,D
Agency,USD,1770,floating,A
Agency,USD,410,floating,A
Agency,USD,1735,floating,A
Agency,USD,24,floating,A
Agency,USD,457,fixed,D
Agency,USD,43,fixed,B
Agency,USD,310,floating,A
Agency,USD,134,fixed,B
Agency,USD,21,fixed,B
Agency,USD,350,fixed,B
Agency,USD,417,fixed,D
Agency,USD,1857,fixed,D
Agency,CAD,4,fixed,C
Agency,USD,1600,floating,A
Agency,USD,372,floating,A
Agency,CAD,405,fixed,C
Agency,USD,322,fixed,B
Agency,USD,1603,fixed,D
Agency,USD,376,fixed,D
Agency,USD,1352,fixed,D
Agency,USD,300,fixed,B
Agency,USD,302,fixed,B
Agency,USD,1483,fixed,D
Agency,USD,1398,fixed,D
Agency,CAD,366,fixed,C
Agency,USD,394,fixed,D
Agency,USD,868,fixed,D
Agency,USD,417,fixed,D
Agency,CAD,346,fixed,C
Agency,USD,424,fixed,D
Agency,USD,777,fixed,D
Agency,USD,1672,floating,A
Agency,USD,338,fixed,B
Agency,USD,407,fixed,D
Agency,USD,312,fixed,B
Agency,USD,1986,floating,A
Agency,CAD,344,floating,C
Agency,USD,360,fixed,B
Agency,USD,315,fixed,B
Agency,USD,335,fixed,B
Agency,USD,370,fixed,D
Agency,USD,333,fixed,B
Agency,USD,1469,fixed,D
Agency,USD,1260,floating,A
Agency,USD,381,floating,A
Agency,USD,307,fixed,B
Agency,USD,398,floating,A
Agency,USD,409,fixed,D
Agency,USD,1558,fixed,D
Agency,USD,382,floating,A
Agency,USD,1870,fixed,D
Agency,USD,1846,fixed,D
Agency,USD,373,fixed,D
Agency,CAD,350,fixed,C
Agency,CAD,1566,fixed,C
Agency,USD,1826,fixed,D
Agency,USD,316,fixed,B
Agency,USD,807,fixed,D
Agency,USD,386,fixed,D
Agency,USD,1338,fixed,D
Agency,CAD,350,fixed,C
Agency,CAD,358,fixed,C
Agency,USD,167,fixed,B
Agency,USD,995,floating,A
Agency,USD,348,fixed,B
Agency,USD,640,floating,A
Agency,CAD,894,fixed,C
Agency,USD,354,fixed,B
Agency,CAD,340,floating,C
Agency,USD,8,fixed,B
Agency,USD,415,fixed,D
Agency,USD,370,fixed,D
Agency,USD,342,fixed,B
Agency,USD,1336,floating,A
Agency,USD,416,fixed,D
Agency,USD,375,floating,A
Agency,CAD,655,fixed,C
Agency,USD,1012,floating,A
Agency,USD,316,floating,A
Agency,USD,1871,fixed,D
Agency,USD,240,fixed,B
Agency,USD,1969,fixed,D
Agency,USD,1272,fixed,D
Agency,USD,1527,fixed,D
Agency,USD,1702,floating,A
Agency,CAD,379,floating,C
Agency,USD,351,fixed,B
Agency,CAD,361,fixed,C
Agency,USD,1281,fixed,D
Agency,USD,388,fixed,D
Agency,USD,909,fixed,D
Agency,USD,413,fixed,D
Agency,USD,1376,fixed,D
Agency,USD,586,fixed,D
Agency,USD,1554,fixed,D
Agency,USD,1617,fixed,D
Agency,USD,337,fixed,B
Agency,USD,344,fixed,B
Agency,CAD,335,floating,C
Agency,USD,394,floating,A
Agency,CAD,309,fixed,C
Agency,USD,362,fixed,B
Agency,CAD,351,fixed,C
Agency,CAD,992,fixed,C
Agency,USD,1270,fixed,D
Agency,USD,1147,fixed,D
Agency,USD,417,fixed,D
Agency,USD,754,fixed,D
Agency,USD,1473,fixed,D
Agency,USD,371,fixed,D
Agency,CAD,313,fixed,C
Agency,USD,343,fixed,B
Agency,USD,1781,fixed,D
Agency,USD,1651,fixed,D
Agency,USD,509,fixed,D
Agency,USD,404,floating,A
Agency,USD,1194,floating,A
Agency,USD,340,fixed,B
Agency,USD,1560,floating,A
Agency,USD,334,fixed,B
Agency,USD,302,fixed,B
Agency,USD,1059,fixed,D
Agency,CAD,422,fixed,C
Agency,CAD,979,fixed,C
Agency,USD,591,floating,A
Agency,USD,1256,fixed,D
Agency,USD,306,fixed,B
Agency,USD,310,fixed,B
Agency,USD,1299,fixed,D
Agency,USD,1995,fixed,D
Agency,USD,716,fixed,D
Agency,CAD,1599,fixed,C
Agency,USD,1197,floating,A
Agency,CAD,1160,fixed,C
Agency,USD,683,fixed,D
Agency,CAD,336,floating,C
Agency,USD,914,fixed,D
Agency,USD,405,fixed,D
Agency,CAD,1290,fixed,C
Agency,CAD,186,fixed,C
Agency,USD,324,fixed,B
Agency,USD,1321,fixed,D
Agency,USD,390,fixed,D
Agency,USD,277,fixed,B
Agency,USD,579,fixed,D
Agency,CAD,328,fixed,C
Agency,USD,1669,fixed,D
Agency,USD,1865,fixed,D
Agency,USD,1560,fixed,D
Agency,USD,388,fixed,D
Agency,USD,592,floating,A
Agency,USD,785,fixed,D
Agency,USD,370,fixed,D
Agency,USD,1014,fixed,D
Agency,CAD,386,fixed,C
Agency,USD,300,fixed,B
Agency,CAD,402,floating,C
Agency,USD,913,fixed,D
Agency,USD,361,fixed,B
Agency,USD,991,fixed,D
Agency,USD,1790,floating,A
Agency,USD,603,fixed,D
Agency,USD,374,fixed,D
Agency,USD,172,fixed,B
Agency,USD,826,floating,A
Agency,USD,330,fixed,B
Agency,USD,399,floating,A
Agency,USD,435,floating,A
Agency,USD,948,fixed,D
Agency,USD,356,floating,A
Agency,USD,574,fixed,D
Agency,USD,1672,fixed,D
Agency,USD,352,fixed,B
Agency,USD,390,floating,A
Agency,USD,709,fixed,D
Agency,CAD,359,fixed,C
Agency,USD,1824,fixed,D
Agency,CAD,1387,fixed,C
Agency,USD,688,floating,A
Agency,USD,1791,fixed,D
Agency,USD,883,fixed,D
Agency,USD,760,floating,A
Agency,CAD,369,floating,C
Agency,USD,54,fixed,B
Agency,USD,1599,fixed,D
Agency,USD,332,fixed,B
Agency,USD,415,fixed,D
Agency,USD,354,fixed,B
Agency,USD,1328,fixed,D
Agency,USD,328,floating,A
Agency,CAD,903,fixed,C
Agency,USD,367,floating,A
Agency,USD,1731,floating,A
Agency,USD,213,fixed,B
Agency,CAD,327,fixed,C
Agency,CAD,361,fixed,C
Agency,USD,1989,floating,A
Agency,USD,1563,fixed,D
Agency,USD,400,fixed,D
Agency,CAD,306,fixed,C
Agency,USD,582,fixed,D
Agency,USD,338,fixed,B
Agency,USD,475,fixed,D
Agency,USD,364,fixed,B
Agency,USD,624,fixed,D
Agency,USD,395,floating,A
Agency,USD,326,floating,A
Agency,CAD,553,floating,C
Agency,USD,353,fixed,B
Agency,USD,1246,fixed,D
Agency,USD,384,fixed,D
Agency,CAD,401,fixed,C
Agency,USD,379,fixed,D
Agency,USD,1212,floating,A
Agency,USD,253,fixed,B
Agency,USD,382,fixed,D
Agency,USD,312,floating,A
Agency,USD,1885,fixed,D
Agency,USD,1843,fixed,D
Agency,USD,326,floating,A
Agency,USD,340,fixed,B
Agency,CAD,366,fixed,C
Agency,USD,936,fixed,D
Agency,USD,1252,floating,A
Agency,USD,364,fixed,B
Agency,USD,652,fixed,D
Agency,USD,1960,fixed,D
Agency,USD,215,fixed,B
Agency,USD,350,floating,A
Agency,USD,426,fixed,D
Agency,CAD,998,fixed,C
Agency,CAD,332,fixed,C
Agency,USD,864,fixed,D
Agency,USD,1175,fixed,D
Agency,USD,1427,fixed,D
Agency,USD,1382,fixed,D
Agency,USD,786,fixed,D
Agency,USD,1527,floating,A
Agency,USD,383,floating,A
Agency,USD,785,fixed,D
Agency,CAD,1228,fixed,C
Agency,USD,1928,fixed,D
Agency,USD,224,fixed,B
Agency,USD,350,fixed,B
Agency,USD,655,floating,A
Agency,USD,402,fixed,D
Agency,CAD,665,fixed,C
Agency,USD,470,floating,A
Agency,USD,1706,fixed,D
Agency,USD,808,fixed,D
Agency,USD,346,fixed,B
Agency,USD,462,fixed,D
Agency,USD,1452,floating,A
Agency,CAD,835,fixed,C
Agency,USD,474,fixed,D
Agency,USD,332,fixed,B
Agency,USD,365,floating,A
Agency,CAD,818,fixed,C
Agency,USD,1130,fixed,D
Agency,USD,1457,fixed,D
Agency,USD,1067,floating,A
Agency,USD,363,fixed,B
Agency,USD,652,fixed,D
Agency,USD,410,floating,A
Agency,USD,1501,fixed,D
Agency,USD,828,fixed,D
Agency,USD,1025,fixed,D
Agency,CAD,410,fixed,C
Agency,CAD,1411,fixed,C
Agency,USD,1194,fixed,D
Agency,USD,1677,fixed,D
Agency,USD,322,fixed,B
Agency,CAD,316,fixed,C
Agency,USD,66,floating,A
Agency,USD,333,fixed,B
Agency,USD,1012,fixed,D
Agency,USD,1184,fixed,D
Agency,USD,643,fixed,D
Agency,USD,398,fixed,D
Agency,CAD,420,fixed,C
Agency,USD,379,fixed,D
Agency,CAD,862,fixed,C
Agency,USD,392,floating,A
Agency,USD,409,floating,A
Agency,CAD,357,floating,C
Agency,USD,1645,fixed,D
Agency,USD,1869,fixed,D
Agency,USD,324,fixed,B
Agency,USD,362,floating,A
Agency,USD,315,floating,A
Agency,USD,1412,floating,A
Agency,USD,1714,fixed,D
Agency,USD,389,floating,A
Agency,USD,979,fixed,D
Agency,USD,1342,floating,A
Agency,USD,345,fixed,B
Agency,USD,391,fixed,D
Agency,CAD,363,fixed,C
Agency,USD,435,floating,A
Agency,USD,358,fixed,B
Agency,USD,1690,fixed,D
Agency,CAD,674,fixed,C
Agency,USD,91,fixed,B
Agency,USD,543,floating,A
Agency,USD,1237,fixed,D
Agency,USD,409,fixed,D
Agency,USD,406,floating,A
Agency,CAD,317,fixed,C
Agency,USD,1687,fixed,D
Agency,USD,1505,fixed,D
Agency,USD,1003,fixed,D
Agency,USD,1155,fixed,D
Agency,USD,1051,fixed,D
Agency,USD,310,fixed,B
Agency,USD,484,fixed,D
Agency,USD,369,floating,A
Agency,CAD,206,floating,C
Agency,USD,566,fixed,D
Agency,USD,1037,fixed,D
Agency,USD,130,floating,A
Agency,USD,301,floating,A
Agency,USD,390,fixed,D
Agency,USD,398,fixed,D
Agency,USD,1194,fixed,D
Agency,CAD,1021,fixed,C
Agency,USD,1263,fixed,D
Agency,USD,315,fixed,B
Agency,USD,832,floating,A
Agency,USD,150,fixed,B
Agency,USD,732,fixed,D
Agency,CAD,405,fixed,C
Agency,USD,394,floating,A
Agency,CAD,390,fixed,C
Agency,USD,324,fixed,B
Agency,USD,328,fixed,B
Agency,USD,367,fixed,D
Agency,USD,1137,floating,A
Agency,USD,300,fixed,B
Agency,USD,1095,floating,A
Agency,USD,370,fixed,D
Agency,CAD,372,fixed,C
Agency,USD,1515,fixed,D
Agency,USD,107,fixed,B
Agency,USD,219,fixed,B
Agency,USD,404,fixed,D
Agency,CAD,354,fixed,C
Agency,USD,1979,fixed,D
Agency,USD,629,floating,A
Agency,USD,391,fixed,D
Agency,USD,1121,fixed,D
Agency,USD,1771,floating,A
Agency,CAD,1837,floating,C
Agency,USD,314,fixed,B
Agency,USD,426,fixed,D
Agency,USD,849,fixed,D
Agency,USD,409,fixed,D
Agency,CAD,381,fixed,C
Agency,USD,452,fixed,D
Agency,USD,477,fixed,D
Agency,USD,330,fixed,B
Agency,USD,290,floating,A
Agency,CAD,1345,floating,C
Agency,USD,429,floating,A
Agency,USD,729,fixed,D
Agency,USD,1887,fixed,D
Agency,USD,1208,fixed,D
Agency,USD,392,fixed,D
Agency,USD,569,fixed,D
Agency,USD,1550,fixed,D
Agency,USD,889,fixed,D
Agency,USD,364,fixed,B
Agency,USD,351,fixed,B
Agency,USD,402,fixed,D
Agency,USD,393,fixed,D
Agency,USD,417,fixed,D
Agency,USD,325,floating,A
Agency,USD,322,fixed,B
Agency,USD,1995,fixed,D
Agency,USD,1659,floating,A
Agency,USD,366,fixed,D
Agency,USD,361,fixed,B
Agency,CAD,331,fixed,C
Agency,USD,1944,fixed,D
Agency,USD,390,fixed,D
Agency,USD,968,floating,A
Agency,USD,1500,floating,A
Agency,USD,698,fixed,D
Agency,CAD,385,fixed,C
Agency,USD,1569,fixed,D
Agency,USD,1867,floating,A
Agency,USD,603,fixed,D
Agency,USD,316,fixed,B
Agency,CAD,954,floating,C
Agency,USD,321,fixed,B
Agency,USD,1698,fixed,D
Agency,USD,1528,fixed,D
Agency,USD,938,fixed,D
Agency,USD,371,fixed,D
Agency,USD,334,fixed,B
Agency,USD,1228,fixed,D
Agency,CAD,598,floating,C
Agency,USD,356,fixed,B
Agency,USD,419,floating,A
Agency,USD,323,fixed,B
Agency,USD,398,floating,A
Agency,USD,419,fixed,D
Agency,USD,952,floating,A
Agency,USD,1069,fixed,D
Agency,USD,423,fixed,D
Agency,USD,304,fixed,B
Agency,USD,1455,fixed,D
Agency,CAD,1708,floating,C
Agency,USD,811,floating,A
Agency,USD,375,floating,A
Agency,CAD,1690,fixed,C
Agency,CAD,1533,floating,C
Agency,USD,422,fixed,D
Agency,USD,1039,fixed,D
Agency,USD,1894,fixed,D
Agency,USD,1526,fixed,D
Agency,USD,364,fixed,B
Agency,USD,857,fixed,D
Agency,USD,1938,fixed,D
Agency,CAD,567,fixed,C
Agency,CAD,367,fixed,C
Agency,USD,361,fixed,B
Agency,USD,1481,fixed,D
Agency,CAD,381,floating,C
Agency,CAD,864,floating,C
Agency,USD,421,fixed,D
Agency,USD,665,fixed,D
Agency,USD,1687,fixed,D
Agency,USD,1420,fixed,D
Agency,USD,1777,fixed,D
Agency,USD,1003,fixed,D
Agency,USD,1308,fixed,D
Agency,CAD,368,fixed,C
Agency,USD,223,floating,A
Agency,USD,1783,fixed,D
Agency,USD,583,fixed,D
Agency,USD,223,fixed,B
Agency,USD,382,fixed,D
Agency,USD,349,fixed,B
Agency,USD,310,fixed,B
Agency,USD,302,fixed,B
Agency,CAD,866,fixed,C
Agency,USD,425,fixed,D
Agency,CAD,1117,floating,C
Agency,CAD,396,floating,C
Agency,CAD,917,fixed,C
Agency,USD,1159,fixed,D
Agency,USD,309,fixed,B
Agency,USD,349,fixed,B
Agency,USD,322,fixed,B
Agency,USD,1175,fixed,D
Agency,CAD,376,fixed,C
Agency,USD,1316,floating,A
Agency,USD,1507,fixed,D
Agency,USD,333,floating,A
Agency,USD,1652,fixed,D
Agency,USD,304,fixed,B
Agency,USD,1063,floating,A
Agency,USD,370,fixed,D
Agency,USD,363,fixed,B
Agency,USD,392,floating,A
Agency,USD,1306,fixed,D
Agency,USD,1386,fixed,D
Agency,CAD,311,fixed,C
Agency,USD,415,fixed,D
Agency,USD,1875,fixed,D
Agency,USD,765,fixed,D
Agency,USD,1108,floating,A
Agency,USD,400,fixed,D
Agency,USD,347,fixed,B
Agency,CAD,1111,fixed,C
Agency,USD,966,fixed,D
Agency,USD,1445,floating,A
Agency,USD,767,fixed,D
Agency,USD,308,fixed,B
Agency,USD,1468,floating,A
Agency,USD,1342,floating,A
Agency,USD,366,floating,A
Agency,USD,1976,fixed,D
Agency,USD,366,fixed,D
Agency,USD,300,fixed,B
Agency,USD,1417,fixed,D
Agency,USD,415,floating,A
Agency,USD,317,fixed,B
Agency,USD,455,fixed,D
Agency,USD,301,floating,A
Agency,CAD,339,floating,C
Agency,USD,799,fixed,D
Agency,USD,390,floating,A
Agency,USD,1751,fixed,D
Agency,CAD,430,fixed,C
Agency,USD,357,fixed,B
Agency,USD,389,floating,A
Agency,USD,302,floating,A
Agency,CAD,337,fixed,C
Agency,USD,832,fixed,D
Agency,CAD,1367,fixed,C
Agency,USD,380,fixed,D
Agency,CAD,1472,floating,C
Agency,USD,1955,fixed,D
Agency,USD,426,floating,A
Agency,USD,583,fixed,D
Agency,USD,412,fixed,D
Agency,USD,1404,fixed,D
Agency,USD,407,floating,A
Agency,USD,1988,fixed,D
Agency,USD,1461,fixed,D
Agency,USD,415,fixed,D
Agency,CAD,1631,floating,C
Agency,USD,232,floating,A
Agency,USD,1767,floating,A
Agency,USD,1959,fixed,D
Agency,CAD,389,floating,C
Agency,USD,369,fixed,D
Agency,USD,426,fixed,D
Agency,CAD,359,fixed,C
Agency,CAD,401,fixed,C
Agency,USD,914,floating,A
Agency,USD,358,floating,A
Agency,USD,1954,fixed,D
Agency,USD,348,fixed,B
Agency,USD,1779,floating,A
Agency,USD,398,floating,A
Agency,USD,300,floating,A
Agency,USD,421,fixed,D
Agency,USD,1559,fixed,D
Agency,USD,953,floating,A
Agency,CAD,698,floating,C
Agency,USD,1046,fixed,D
Agency,USD,98,fixed,B
Agency,USD,338,fixed,B
Agency,USD,377,fixed,D
Agency,USD,530,floating,A
Agency,USD,467,fixed,D
Agency,CAD,337,fixed,C
Agency,CAD,1380,fixed,C
Agency,CAD,465,floating,C
Agency,CAD,417,fixed,C
Agency,CAD,385,fixed,C
Agency,USD,296,fixed,B
Agency,CAD,381,fixed,C
Agency,USD,309,fixed,B
Agency,USD,1093,fixed,D
Agency,USD,801,floating,A
Agency,USD,612,floating,A
Agency,USD,307,fixed,B
Agency,USD,371,floating,A
Agency,USD,1998,fixed,D
Agency,USD,417,fixed,D
Agency,CAD,348,floating,C
Agency,USD,417,fixed,D
Agency,USD,375,fixed,D
Agency,USD,114,fixed,B
Agency,USD,421,fixed,D
Agency,USD,1443,floating,A
Agency,CAD,1961,fixed,C
Agency,USD,691,fixed,D
Agency,USD,604,fixed,D
Agency,USD,361,floating,A
Agency,USD,566,fixed,D
Agency,CAD,346,fixed,C
Agency,USD,1904,fixed,D
Agency,CAD,407,fixed,C
Agency,USD,412,fixed,D
Agency,USD,364,fixed,B
Agency,USD,805,fixed,D
Agency,CAD,1066,fixed,C
Agency,CAD,393,floating,C
Agency,USD,506,fixed,D
Agency,USD,458,fixed,D
Agency,USD,393,fixed,D
Agency,USD,426,fixed,D
Agency,CAD,386,floating,C
Agency,USD,305,floating,A
Agency,USD,331,floating,A
Agency,USD,1256,fixed,D
Agency,USD,345,fixed,B
Agency,CAD,405,fixed,C
Agency,USD,944,floating,A
Agency,USD,316,fixed,B
Agency,USD,395,floating,A
Agency,USD,319,fixed,B
Agency,USD,309,fixed,B
Agency,CAD,366,floating,C
Agency,USD,327,fixed,B
Agency,USD,371,fixed,D
Agency,USD,323,fixed,B
Agency,USD,686,floating,A
Agency,USD,1356,fixed,D
Agency,USD,421,floating,A
Agency,USD,175,fixed,B
Agency,USD,1334,fixed,D
Agency,USD,427,fixed,D
Agency,USD,372,fixed,D
Agency,USD,212,floating,A
Agency,USD,306,floating,A
Agency,USD,302,floating,A
Agency,USD,1398,floating,A
Agency,CAD,429,fixed,C
Agency,USD,621,fixed,D
Agency,USD,936,floating,A
Agency,USD,1351,fixed,D
Agency,USD,1875,floating,A
Agency,USD,419,fixed,D
Agency,USD,1509,fixed,D
Agency,USD,1550,fixed,D
Agency,USD,719,fixed,D
Agency,CAD,856,fixed,C
Agency,USD,472,fixed,D
Agency,CAD,1385,fixed,C
Agency,CAD,1571,fixed,C
Agency,CAD,254,fixed,C
Agency,USD,1361,fixed,D
Agency,USD,402,fixed,D
Agency,USD,358,floating,A
Agency,USD,388,fixed,D
Agency,CAD,364,fixed,C
Agency,USD,1544,fixed,D
Agency,USD,408,fixed,D
Agency,USD,386,fixed,D
Agency,USD,1631,fixed,D
Agency,USD,1768,fixed,D
Agency,USD,1305,fixed,D
Agency,CAD,522,fixed,C
Agency,USD,1386,fixed,D
Agency,USD,162,fixed,B
Agency,USD,863,fixed,D
Agency,CAD,1060,fixed,C
Agency,USD,339,floating,A
Agency,USD,394,fixed,D
Agency,USD,620,fixed,D
Agency,CAD,558,fixed,C
Agency,USD,1799,fixed,D
Agency,USD,409,fixed,D
Agency,CAD,371,floating,C
Agency,USD,323,floating,A
Agency,USD,204,fixed,B
Agency,USD,338,fixed,B
Agency,USD,1770,floating,A
Agency,USD,1738,fixed,D
Agency,USD,379,fixed,D
Agency,USD,240,floating,A
Agency,USD,1334,fixed,D
Agency,USD,1576,fixed,D
Agency,USD,368,fixed,D
Agency,USD,938,fixed,D
Agency,CAD,352,fixed,C
Agency,USD,1830,fixed,D
Agency,USD,315,fixed,B
Agency,USD,950,fixed,D
Agency,USD,835,fixed,D
Agency,USD,302,floating,A
Agency,USD,380,fixed,D
Agency,USD,1029,fixed,D
Agency,USD,424,fixed,D
Agency,USD,1419,fixed,D
Agency,USD,401,fixed,D
Agency,USD,793,fixed,D
Agency,CAD,94,fixed,C
Agency,USD,306,floating,A
Agency,USD,1557,floating,A
Agency,USD,425,floating,A
Agency,USD,1521,fixed,D
Agency,USD,363,fixed,B
Agency,USD,1609,fixed,D
Agency,USD,367,fixed,D
